DocID,typeOfMaterial,news_desk,headline,lead_paragraph,word_count,publication_date,person,keywords,glocation,section_name
4fc49ea945c1498b0da9bb70,Letter, , Letters; Health Costs: Lessons to Be Learned ,John Arthos lr on causes for thanks (S)John Arthos lr on causes for thanks (S) | ,2039,18/11/1978, Alvin TRENK | , UNITED STATES | UNITED STATES | NEW YORK STATE | MEDICINE AND HEALTH | ELECTIONS (US) | VOTING REQUIREMENTS AND VOTERS | UNITED STATES ARMAMENT AND DEFENSE | BUDGET | POLITICS AND GOVERNMENT | NEW YORK CITY TRANSIT SYSTEM | BUSES | TRAVEL AND VACATIONS | THANKSGIVING DAY | , UNITED STATES | UNITED STATES | NEW YORK STATE | , 
4fc49bf745c1498b0da8ed2f,Article, , Economic Scene; New Policies For the Elderly ,"WHEN the Social Security system was established during the Great Depression of the 1930's, one of its key aims was to induce older workers to retire and leave more jobs open for younger workers with families to support. Even in the past decade of relatively high employment, presWHEN the Social Security system was established during the Great Depression of the 1930's, one of its key aims was to induce older workers to retire and leave more jobs open for younger workers with families to support. Even in the past decade of relatively high employment, pres | WHEN the Social Security system was established during the Great Depression of the 1930's, one of its key aims was to induce older workers to retire and leave more jobs open for younger workers with families to support. Even in the past decade of... | L Silk analysis of job mkt for older workers in light of fact that population growth is slowing; finds that by yr 2000 young job seekers will make up only 16% of labor force and their will not be enough young people to replace older workers who want to retire if present retirement patterns continue; other factors that will keep aged workers on job longer are improved health and inflation that eats away at retirement dollars; drawing (M) | ",917,24/11/1978, Leonard Silk | , UNITED STATES | LABOR | OLDER WORKERS | PENSIONS AND RETIREMENT | , UNITED STATES | , 
4fc49bf345c1498b0da8e85e,Front Page, , Strong Impact on Poor Reported From Cut in Medicaid Abortions; Cut in Free-Abortion Fund: Impact Believed Strong What Sacrifice for $150? Effects Believed Substantial 33 States Limit Aid Numbers Are Not Known Some Try to Raise Funds 'Significantly Later Stage' Three Deaths Reported Challenge Is Renewed 'Conscience' of Congress ,"In Akron, Ohio, a woman applied at a hospital for prenatal care. She said that she would prefer to have an abortion but was having the baby because Medicaid, which would not pay for an abortion, would pay for a birth, and welfare would pay to rear the child.In Akron, Ohio, a woman applied at a hospital for prenatal care. She said that she would prefer to have an abortion but was having the baby because Medicaid, which would not pay for an abortion, would pay for a birth, and welfare would pay to rear the child. | In Akron, Ohio, a woman applied at a hospital for prenatal care. She said that she would prefer to have an abortion but was having the baby because Medicaid, which would not pay for an abortion, would pay for a birth, and welfare would pay to rear... | Health-care workers around US rept Medicaid abortion cut-off has increased number of women bearing welfare children and caused many maimings from illegal abortions; at least 3 deaths reptd in last 16 mos; some clinics and doctors offer procedures at little or no charge; ct orders against aid curbs in several states noted (M) | ",2070,26/12/1978, Lesley OELSNER | , ABORTION | , , 
4fc49bb945c1498b0da8db0c,Article, , Television This Week; OF SPECIAL INTEREST Channel Information ,Charles Wheat lr disputes Prof Nicholas A Ashford Dec 17 article defending Amer's $100-billion-a-yr regulatory system; drawing (S)Charles Wheat lr disputes Prof Nicholas A Ashford Dec 17 article defending Amer's $100-billion-a-yr regulatory system; drawing (S) | ,8247,31/12/1978, , UNITED STATES | UNITED STATES | MEDICINE AND HEALTH | ECONOMIC CONDITIONS AND TRENDS | , UNITED STATES | UNITED STATES | , 
4fc49d5445c1498b0da957d8,Article, , Carter Is Given Proposals on Policy For Safeguards of Personal Privacy; Special Message Planned Five Elements of Policy Telephone Records at Issue ,"WASHINGTON, Dec. 28--President Carter has been advised by top members of his staff that private institutions such as hospitals, insurance companies and credit card companies should be prohibited from disclosing information they have about individuals except in certain specific circumstances.WASHINGTON, Dec. 28--President Carter has been advised by top members of his staff that private institutions such as hospitals, insurance companies and credit card companies should be prohibited from disclosing information they have about individuals except in certain specific circumstances. | WASHINGTON, Dec. 28--President Carter has been advised by top members of his staff that private institutions such as hospitals, insurance companies and credit card companies should be prohibited from disclosing information they have about individuals... | Recommendations are made to Pres Carter by top members of his staff concerning right to privacy by Amer citizens; several Adm sources rept that com making rept withdrew its recommendation concerning confidentiality of telephone toll records after deciding it was issue that had to be personally resolved by Carter; computerized records that phone co keeps of all long-distance calls made by individuals, and in some areas even local calls, are considered highly useful to law enforcement agencies attempting to identify assns and friends of individual (S) | ",823,29/12/1978, David Special | ," UNITED STATES | PRIVACY, RIGHT OF | TELEPHONES | ", UNITED STATES | , 
4fc49c3045c1498b0da8fe3a,Article, , Events in Michigan Revive Concern Over Effect of PBB in Mothers' Milk ,"DETROIT, Jan. 1 On Aug. 26, the Michigan Department of Public Health sent to the state's physicians a two-page advisory with a disturbing message: A highly toxic chemical called polybrominated biphenyl had found its way into the state's general food supply in sufficient quantities for it to appear in the milk of mothers who were breast-feeding their babies.DETROIT, Jan. 1 On Aug. 26, the Michigan Department of Public Health sent to the state's physicians a two-page advisory with a disturbing message: A highly toxic chemical called polybrominated biphenyl had found its way into the state's general food supply in sufficient quantities for it to appear in the milk of mothers who were breast-feeding their babies. | DETROIT, Jan. 1 On Aug. 26, the Michigan Department of Public Health sent to the state's physicians a two-page advisory with a disturbing message: A highly toxic chemical called polybrominated biphenyl had found its way into the state's general food... | Rev of environment accident in '73 when chem PBB was mixed with livestock feed in Mich; chem killed many farm animals and contaminated food; most experts agree PBB-contaminated food has now mostly disappeared from grocery shelves but fear chem has not disappeared from mothers' milk (S) | ",1580,02/01/1977, William STEVENS | , UNITED STATES | LIVESTOCK | NURSING (LACTATION) | FOOD CONTAMINATION AND POISONING | , UNITED STATES | , 
4fc491f245c1498b0da634b4,Front Page, , New Population Trends Transforming U. S.; Wide Changes in Economy and Way of Life Expected as Median Age of Americans Rises ,"WASHINGTON, Feb. 5--Slowly, almost imperceptibly, but with inexorable force, America's population is undergoing a profound transformation that could alter nearly every facet of its way of life.WASHINGTON, Feb. 5--Slowly, almost imperceptibly, but with inexorable force, America's population is undergoing a profound transformation that could alter nearly every facet of its way of life. | ",2086,06/02/1977, Robert REINHOLD | , , , 
4fc494cf45c1498b0da7032e,Article, , What's Doing in MEXICO CITY ,lr on visitlr on visit | ,3286,27/02/1977, Alan RIDING | , UNITED STATES | MEXICO | TRAVEL AND VACATIONS | , UNITED STATES | MEXICO | , 
4fc49f5a45c1498b0da9eb1e,Article, ," Television This Week; OF SPECIAL INTEREST Channel Information TODAY SUNDAY, MARCH 27 MONDAY, MARCH 28 TUESDAY, MARCH 29 WEDNESDAY, MARCH 30 THURSDAY, MARCH 31 FRIDAY, APRIL 1 SATURDAY, APRIL 2 ","Wis defeats Mich, 6-5, to win NCAA champ (S)Wis defeats Mich, 6-5, to win NCAA champ (S) | ",8883,27/03/1977, ," TELEVISION AND RADIO | PROGRAMS | NEWS PROGRAMS | WORLD WAR II (1939-45) | HOCKEY, ICE | COLLEGE | ", , 
4fc4941745c1498b0da6d033,Letter, , Letters ,Lr suggests ordinance requiring separation in restaurants of smokers and nonsmokersLr suggests ordinance requiring separation in restaurants of smokers and nonsmokers | ,1950,07/04/1977, ," NEW YORK STATE | UNITED STATES | KIDNAPPING | FREEDOM AND HUMAN RIGHTS | TOBACCO, TOBACCO PRODUCTS AND SMOKERS ARTICLES | WELFARE (US) | ARMS CONTROL AND LIMITATION AND DISARMAMENT | ARMS CONTROL AND LIMITATION AND DISARMAMENT | HOTELS, BARS, MOTELS, NIGHT CLUBS AND RESTAURANTS | ", NEW YORK STATE | UNITED STATES | , 
4fc49dfa45c1498b0da98705,Article, , TOO HOT TO HANDLE; Nuclear ,"""We are,"" said Gov. Nelson A. Rockefeller, ""launching a unique operation here today which I regard with pride as a symbol of imagination and foresight....""""We are,"" said Gov. Nelson A. Rockefeller, ""launching a unique operation here today which I regard with pride as a symbol of imagination and foresight...."" | Article on West Valley plant; traces plant history, including role of former Gov Nelson A Rockefeller, who comments: details some of 400 'incidents' NY Times discovered at plant, including case of worker Gerald Brown, whose 2 sons now suffer from Hurler's Syndrome; illus; drawings | ",7703,10/04/1977, Richard Severo | , UNITED STATES | UNITED STATES | ATOMIC ENERGY AND WEAPONS | ELECTRIC LIGHT AND POWER | ATOMIC ENERGY AND WEAPONS | , UNITED STATES | UNITED STATES | , 
4fc4958145c1498b0da73346,Article, , That Won-Ton Soup Headache ,"The chest tightens. A numbness creeps up the back. A headache, and sometimes vomiting, follows. And maybe upper abdominal discomfort as well.The chest tightens. A numbness creeps up the back. A headache, and sometimes vomiting, follows. And maybe upper abdominal discomfort as well. | article on FDA's controversial standards regulating use of monosodium glutamate; illus (M) | ",1370,20/04/1977, Patricia RAYMER | , FOOD ADDITIVES | , , 
4fc498b945c1498b0da80082,Article, , Television This Week; OF SPECIAL INTEREST , Television This Week; OF SPECIAL INTEREST ,7375,17/04/1977, , , , 
4fc4905745c1498b0da5c992,Article, , Marriage Counseling for Unwed Couples ,"They started living together because she didn't want to live alone in New York, they were spending all their time together anyway, and it seemed crazy to pay two rents ""You know how it is,"" she said ""It's so disorienting,They started living together because she didn't want to live alone in New York, they were spending all their time together anyway, and it seemed crazy to pay two rents ""You know how it is,"" she said ""It's so disorienting, | Amy Gross article on marriage counseling for unwed couples; drawing (L) | ",3551,24/04/1977, Amy Gross | , MARRIAGES | SINGLE PERSONS | , , 
